date,series_id,value,realtime_start,realtime_end
1961-01-01,CPIAUCSL,29.84,2024-05-15,2024-05-15
1961-02-01,CPIAUCSL,29.84,2024-05-15,2024-05-15
1961-03-01,CPIAUCSL,29.84,2024-05-15,2024-05-15
1961-04-01,CPIAUCSL,29.81,2024-05-15,2024-05-15
1961-05-01,CPIAUCSL,29.84,2024-05-15,2024-05-15
1961-06-01,CPIAUCSL,29.84,2024-05-15,2024-05-15
1961-07-01,CPIAUCSL,29.92,2024-05-15,2024-05-15
1961-08-01,CPIAUCSL,29.94,2024-05-15,2024-05-15
1961-09-01,CPIAUCSL,29.98,2024-05-15,2024-05-15
1961-10-01,CPIAUCSL,29.98,2024-05-15,2024-05-15
1961-11-01,CPIAUCSL,29.98,2024-05-15,2024-05-15
1961-12-01,CPIAUCSL,30.01,2024-05-15,2024-05-15
1962-01-01,CPIAUCSL,30.04,2024-05-15,2024-05-15
1962-02-01,CPIAUCSL,30.11,2024-05-15,2024-05-15
1962-03-01,CPIAUCSL,30.17,2024-05-15,2024-05-15
1962-04-01,CPIAUCSL,30.21,2024-05-15,2024-05-15
1962-05-01,CPIAUCSL,30.24,2024-05-15,2024-05-15
1962-06-01,CPIAUCSL,30.21,2024-05-15,2024-05-15
1962-07-01,CPIAUCSL,30.22,2024-05-15,2024-05-15
1962-08-01,CPIAUCSL,30.28,2024-05-15,2024-05-15
1962-09-01,CPIAUCSL,30.42,2024-05-15,2024-05-15
1962-10-01,CPIAUCSL,30.38,2024-05-15,2024-05-15
1962-11-01,CPIAUCSL,30.38,2024-05-15,2024-05-15
1962-12-01,CPIAUCSL,30.38,2024-05-15,2024-05-15
1963-01-01,CPIAUCSL,30.44,2024-05-15,2024-05-15
1963-02-01,CPIAUCSL,30.48,2024-05-15,2024-05-15
1963-03-01,CPIAUCSL,30.51,2024-05-15,2024-05-15
1963-04-01,CPIAUCSL,30.48,2024-05-15,2024-05-15
1963-05-01,CPIAUCSL,30.51,2024-05-15,2024-05-15
1963-06-01,CPIAUCSL,30.61,2024-05-15,2024-05-15
1963-07-01,CPIAUCSL,30.69,2024-05-15,2024-05-15
1963-08-01,CPIAUCSL,30.75,2024-05-15,2024-05-15
1963-09-01,CPIAUCSL,30.72,2024-05-15,2024-05-15
1963-10-01,CPIAUCSL,30.75,2024-05-15,2024-05-15
1963-11-01,CPIAUCSL,30.78,2024-05-15,2024-05-15
1963-12-01,CPIAUCSL,30.88,2024-05-15,2024-05-15
1964-01-01,CPIAUCSL,30.94,2024-05-15,2024-05-15
1964-02-01,CPIAUCSL,30.91,2024-05-15,2024-05-15
1964-03-01,CPIAUCSL,30.94,2024-05-15,2024-05-15
1964-04-01,CPIAUCSL,30.95,2024-05-15,2024-05-15
1964-05-01,CPIAUCSL,30.98,2024-05-15,2024-05-15
1964-06-01,CPIAUCSL,31.01,2024-05-15,2024-05-15
1964-07-01,CPIAUCSL,31.02,2024-05-15,2024-05-15
1964-08-01,CPIAUCSL,31.05,2024-05-15,2024-05-15
1964-09-01,CPIAUCSL,31.08,2024-05-15,2024-05-15
1964-10-01,CPIAUCSL,31.12,2024-05-15,2024-05-15
1964-11-01,CPIAUCSL,31.21,2024-05-15,2024-05-15
1964-12-01,CPIAUCSL,31.25,2024-05-15,2024-05-15
1965-01-01,CPIAUCSL,31.28,2024-05-15,2024-05-15
1965-02-01,CPIAUCSL,31.28,2024-05-15,2024-05-15
1965-03-01,CPIAUCSL,31.31,2024-05-15,2024-05-15
1965-04-01,CPIAUCSL,31.38,2024-05-15,2024-05-15
1965-05-01,CPIAUCSL,31.48,2024-05-15,2024-05-15
1965-06-01,CPIAUCSL,31.61,2024-05-15,2024-05-15
1965-07-01,CPIAUCSL,31.58,2024-05-15,2024-05-15
1965-08-01,CPIAUCSL,31.55,2024-05-15,2024-05-15
1965-09-01,CPIAUCSL,31.62,2024-05-15,2024-05-15
1965-10-01,CPIAUCSL,31.65,2024-05-15,2024-05-15
1965-11-01,CPIAUCSL,31.75,2024-05-15,2024-05-15
1965-12-01,CPIAUCSL,31.85,2024-05-15,2024-05-15
1966-01-01,CPIAUCSL,31.88,2024-05-15,2024-05-15
1966-02-01,CPIAUCSL,32.08,2024-05-15,2024-05-15
1966-03-01,CPIAUCSL,32.18,2024-05-15,2024-05-15
1966-04-01,CPIAUCSL,32.28,2024-05-15,2024-05-15
1966-05-01,CPIAUCSL,32.35,2024-05-15,2024-05-15
1966-06-01,CPIAUCSL,32.38,2024-05-15,2024-05-15
1966-07-01,CPIAUCSL,32.45,2024-05-15,2024-05-15
1966-08-01,CPIAUCSL,32.65,2024-05-15,2024-05-15
1966-09-01,CPIAUCSL,32.75,2024-05-15,2024-05-15
1966-10-01,CPIAUCSL,32.85,2024-05-15,2024-05-15
1966-11-01,CPIAUCSL,32.88,2024-05-15,2024-05-15
1966-12-01,CPIAUCSL,32.92,2024-05-15,2024-05-15
1967-01-01,CPIAUCSL,32.9,2024-05-15,2024-05-15
1967-02-01,CPIAUCSL,33,2024-05-15,2024-05-15
1967-03-01,CPIAUCSL,33,2024-05-15,2024-05-15
1967-04-01,CPIAUCSL,33.1,2024-05-15,2024-05-15
1967-05-01,CPIAUCSL,33.1,2024-05-15,2024-05-15
1967-06-01,CPIAUCSL,33.3,2024-05-15,2024-05-15
1967-07-01,CPIAUCSL,33.4,2024-05-15,2024-05-15
1967-08-01,CPIAUCSL,33.5,2024-05-15,2024-05-15
1967-09-01,CPIAUCSL,33.6,2024-05-15,2024-05-15
1967-10-01,CPIAUCSL,33.7,2024-05-15,2024-05-15
1967-11-01,CPIAUCSL,33.9,2024-05-15,2024-05-15
1967-12-01,CPIAUCSL,34,2024-05-15,2024-05-15
1968-01-01,CPIAUCSL,34.1,2024-05-15,2024-05-15
1968-02-01,CPIAUCSL,34.2,2024-05-15,2024-05-15
1968-03-01,CPIAUCSL,34.3,2024-05-15,2024-05-15
1968-04-01,CPIAUCSL,34.4,2024-05-15,2024-05-15
1968-05-01,CPIAUCSL,34.5,2024-05-15,2024-05-15
1968-06-01,CPIAUCSL,34.7,2024-05-15,2024-05-15
1968-07-01,CPIAUCSL,34.9,2024-05-15,2024-05-15
1968-08-01,CPIAUCSL,35,2024-05-15,2024-05-15
1968-09-01,CPIAUCSL,35.1,2024-05-15,2024-05-15
1968-10-01,CPIAUCSL,35.3,2024-05-15,2024-05-15
1968-11-01,CPIAUCSL,35.4,2024-05-15,2024-05-15
1968-12-01,CPIAUCSL,35.6,2024-05-15,2024-05-15
1969-01-01,CPIAUCSL,35.7,2024-05-15,2024-05-15
1969-02-01,CPIAUCSL,35.8,2024-05-15,2024-05-15
1969-03-01,CPIAUCSL,36.1,2024-05-15,2024-05-15
1969-04-01,CPIAUCSL,36.3,2024-05-15,2024-05-15
1969-05-01,CPIAUCSL,36.4,2024-05-15,2024-05-15
1969-06-01,CPIAUCSL,36.6,2024-05-15,2024-05-15
1969-07-01,CPIAUCSL,36.8,2024-05-15,2024-05-15
1969-08-01,CPIAUCSL,36.9,2024-05-15,2024-05-15
1969-09-01,CPIAUCSL,37.1,2024-05-15,2024-05-15
1969-10-01,CPIAUCSL,37.3,2024-05-15,2024-05-15
1969-11-01,CPIAUCSL,37.5,2024-05-15,2024-05-15
1969-12-01,CPIAUCSL,37.7,2024-05-15,2024-05-15
1970-01-01,CPIAUCSL,37.9,2024-05-15,2024-05-15
1970-02-01,CPIAUCSL,38.1,2024-05-15,2024-05-15
1970-03-01,CPIAUCSL,38.3,2024-05-15,2024-05-15
1970-04-01,CPIAUCSL,38.5,2024-05-15,2024-05-15
1970-05-01,CPIAUCSL,38.6,2024-05-15,2024-05-15
1970-06-01,CPIAUCSL,38.8,2024-05-15,2024-05-15
1970-07-01,CPIAUCSL,38.9,2024-05-15,2024-05-15
1970-08-01,CPIAUCSL,39,2024-05-15,2024-05-15
1970-09-01,CPIAUCSL,39.2,2024-05-15,2024-05-15
1970-10-01,CPIAUCSL,39.4,2024-05-15,2024-05-15
1970-11-01,CPIAUCSL,39.6,2024-05-15,2024-05-15
1970-12-01,CPIAUCSL,39.8,2024-05-15,2024-05-15
1971-01-01,CPIAUCSL,39.9,2024-05-15,2024-05-15
1971-02-01,CPIAUCSL,39.9,2024-05-15,2024-05-15
1971-03-01,CPIAUCSL,40,2024-05-15,2024-05-15
1971-04-01,CPIAUCSL,40.1,2024-05-15,2024-05-15
1971-05-01,CPIAUCSL,40.3,2024-05-15,2024-05-15
1971-06-01,CPIAUCSL,40.5,2024-05-15,2024-05-15
1971-07-01,CPIAUCSL,40.6,2024-05-15,2024-05-15
1971-08-01,CPIAUCSL,40.7,2024-05-15,2024-05-15
1971-09-01,CPIAUCSL,40.8,2024-05-15,2024-05-15
