Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Paraguay,PRY,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,49.8736844573515,..,..,..,..,..,52.8044525138786
Peru,PER,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,53.9755288391566,..,..,..,..,..,59.4693426000791
Philippines,PHL,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,45.1871005412555,..,..,..,..,..,47.0696322421044
Poland,POL,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,52.3433013909037,..,..,..,..,..,48.6210437181572
Portugal,PRT,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,125.410026129033,..,..,..,..,..,89.4085307106031
Puerto Rico,PRI,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
Qatar,QAT,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,88.8705872814063,..,..,..,..,..,92.4515419259708
Romania,ROU,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,35.4298459877982,..,..,..,..,..,32.8813058204707
Russian Federation,RUS,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,56.5899952327157,..,..,..,..,..,34.9391471693229
Rwanda,RWA,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,39.8090696319842,..,..,..,..,..,45.2714654446065
Samoa,WSM,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
San Marino,SMR,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,..,..,..,..,..,..,..
S�o Tom� and Principe,STP,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,32.1508870343652,..,..,..,..,..,38.3321606897707
Saudi Arabia,SAU,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,50.4011177609879,..,..,..,..,..,67.0496408251535
Senegal,SEN,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,43.5610000227206,..,..,..,..,..,42.3571278654807
Serbia,SRB,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,42.6227884440422,..,..,..,..,..,32.9214598382853
Seychelles,SYC,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,39.1046766632291,..,..,..,..,..,66.337452123187
Sierra Leone,SLE,Price level index (World = 100),PX.WL,9080000:ACTUAL HEALTH,9080000,27.2367868436172,..,..,..,..,..,31.2956853705945
